Entity,Year,Government expenditure on primary education as % of GDP (%),Share of education in government expenditure (% of government expenditure),Total Government expenditure on education (% of GDP),Expected Years of Schooling,"Unemployment, total (% of total labor force)","Literacy rate, youth (ages 15-24), gender parity index (GPI).1","Literacy rate, adult total (% of people ages 15 and above).1"
Estonia,2010,1.35845005512238,13.6427898406982,5.47249984741211,16.39779,16.709999084,1.0002000332,99.885787964
Estonia,2012,1.26806998252869,11.9912004470825,4.68269014358521,16.50991,10.020000458,1.0002000332,99.885787964
Ethiopia,2013,1.08171999454498,27.0210990905762,4.4985499382019,8.573365,2.25,0.67071294785,
Fiji,2004,2.40955996513367,23.7491493225098,6.20915985107422,13.91591,4.6999998093,,
Fiji,2011,1.85336995124817,15.2347898483276,4.17305994033813,14.275044,4.4099998474,,
Finland,2000,1.22353005409241,12.1709203720093,5.70930004119873,17.70118,9.7299995422,,
Finland,2001,1.26459002494812,12.6344499588013,5.84025001525879,17.99418,10.289999962,,
Finland,2002,1.30130004882813,12.6825304031372,6.01677989959717,18.06677,10.420000076,,
Finland,2003,1.33384001255035,12.7759704589844,6.16743993759155,18.25948,10.470000267,,
Finland,2004,1.31936001777649,12.7789602279663,6.15757989883423,17.03296,10.359999657,,
Finland,2005,1.25308001041412,12.2496995925903,6.02507019042969,17.1431,8.3699998856,,
Finland,2006,1.22444999217987,12.2838201522827,5.92838001251221,17.1328,7.7199997902,,
Finland,2007,1.15855002403259,12.1499500274658,5.67125988006592,17.08893,6.8499999046,,
Finland,2008,1.19081997871399,12.1776695251465,5.83010005950928,17.04219,6.3499999046,,
Finland,2009,1.28358995914459,11.9419898986816,6.45955991744995,16.81094,8.25,,
Finland,2010,1.30204999446869,12.066089630127,6.50444984436035,16.93851,8.3900003433,,
Finland,2011,1.29711997509003,12.0114402770996,6.44504976272583,17.05632,7.7800002098,,
Finland,2012,1.32326996326447,12.893159866333,7.14803981781006,17.06842,7.6900000572,,
Finland,2013,1.33651995658875,12.5371704101563,7.12404012680054,19.30257,8.1899995804,,
Georgia,2008,1.05104005336761,8.93760013580322,2.9195499420166,13.14264,17.870000839,,
Georgia,2011,0.842429995536804,9.26943016052246,2.5761399269104,13.77173,19.629999161,,
Georgia,2012,0.681060016155243,6.70775985717773,1.90610003471375,13.90508,19.649999619,,
Germany,2006,0.630680024623871,9.4924898147583,4.2939600944519,16.385557,10.25,,
Germany,2007,0.60904997587204,10.0622701644897,4.36679983139038,16.435242,8.6599998474,,
Germany,2008,0.595160007476807,10.0361995697021,4.43594980239868,16.484924,7.5199999809,,
Germany,2009,0.661260008811951,10.185640335083,4.90951013565063,16.534607,7.7399997711,,
Germany,2010,0.662509977817535,10.2690401077271,4.94367980957031,16.58429,6.9699997902,,
Germany,2011,0.635160028934479,10.6654195785522,4.82487010955811,16.633972,5.8200001717,,
Germany,2012,0.632759988307953,11.034740447998,4.95658016204834,16.683657,5.3800001144,,
Ghana,2006,1.94075000286102,24.161979675293,5.25982999801636,8.8192,4.9000000954,0.88759511709,71.497070312
Switzerland,2000,1.50448000431061,14.4521598815918,4.64836978912354,15.21968,2.6600000858,,
Switzerland,2001,1.56295001506805,15.2553396224976,4.81137990951538,15.23708,2.4900000095,,
Switzerland,2002,1.64978003501892,15.1812601089478,5.16421985626221,15.02395,2.9200000763,,
Switzerland,2003,1.66007995605469,16.1994209289551,5.36935997009277,15.16264,4.1199998856,,
Switzerland,2004,1.6374100446701,16.096399307251,5.29307985305786,15.26269,4.3200001717,,
Ghana,2013,1.51216995716095,21.2222099304199,4.57646989822388,11.34636,2.1700000763,0.88759511709,71.497070312
Switzerland,2005,1.54922997951508,15.703989982605,5.05740022659302,15.26479,4.4400000572,,
Switzerland,2006,1.45636999607086,15.8538799285889,4.81757020950317,15.32475,3.9900000095,,
Switzerland,2007,1.3846800327301,15.5604200363159,4.55798006057739,15.35082,3.6400001049,,
Switzerland,2008,1.23793995380402,15.8850402832031,4.73192977905273,15.38848,3.3499999046,,
Switzerland,2009,1.41304004192352,15.5221395492554,4.89041996002197,15.457,4.1100001335,,
Switzerland,2010,1.3839099407196,15.2876396179199,4.76562976837158,15.62875,4.8099999428,,
Switzerland,2011,1.44365000724792,15.4477396011353,4.815269947052,15.73498,4.4099998474,,
Guatemala,2006,2.00380992889404,20.3384494781494,3.03285002708435,10.033106,1.8999999762,0.96309000254,78.264862061
Switzerland,2012,1.48227000236511,15.4754104614258,4.85834980010986,15.81684,4.4899997711,,
Guatemala,2010,1.55720996856689,19.2969207763672,2.8486499786377,10.474469,3.5,0.96309000254,78.264862061
Guatemala,2011,1.64760994911194,20.246410369873,2.96865010261536,10.53066,4.1300001144,0.96309000254,78.264862061
Guyana,2002,3.62221002578735,16.9000091552734,8.36553955078125,10.840937,11.81000042,1.0133299828,84.994010925
Guyana,2006,1.46591997146606,13.4816904067993,3.11891007423401,11.020625,10.699999809,1.0133299828,84.994010925
Spain,2000,1.07860004901886,10.6530303955078,4.16604995727539,15.70854,13.789999962,0.99953997135,97.165122986
Spain,2001,1.07485997676849,10.7027397155762,4.1112699508667,15.67423,10.350000381,0.99953997135,97.165122986
Spain,2002,1.06784999370575,10.7009696960449,4.13457012176514,15.60286,11.149999619,0.99953997135,97.165122986
Spain,2003,1.0716700553894,10.8753499984741,4.1734299659729,15.61772,11.279999733,0.99953997135,97.165122986
United Kingdom,2000,1.07061004638672,11.8479995727539,4.03173017501831,16.09624,5.5599999428,,
United Kingdom,2001,1.09756994247437,12.081859588623,4.11829996109009,16.11755,4.6999998093,,
United Kingdom,2002,1.17054998874664,13.325590133667,4.64337015151978,16.10576,5.0399999619,,
United Kingdom,2003,1.30001997947693,13.4005002975464,4.81652021408081,16.08026,4.8099999428,,
United Kingdom,2004,1.31181001663208,12.75940990448,4.74363994598389,16.54345,4.5900001526,,
United Kingdom,2005,1.37485003471375,13.0033798217773,4.94915008544922,16.62688,4.75,,
United Kingdom,2006,1.54060995578766,12.9601697921753,4.9968900680542,16.06059,5.3499999046,,
United Kingdom,2007,1.57931005954742,12.8425798416138,4.92887020111084,15.86335,5.2600002289,,
United Kingdom,2008,1.61329996585846,12.7331104278564,4.9051399230957,15.96727,5.6199998856,,
United Kingdom,2009,1.6521999835968,12.3847503662109,5.07645988464355,16.11256,7.5399999619,,
United Kingdom,2010,1.78767001628876,12.7819900512695,5.69974994659424,16.36291,7.7899999619,,
United Kingdom,2011,1.77310001850128,12.4685697555542,5.5809497833252,15.72979,8.0399999619,,
United Kingdom,2013,1.69385004043579,12.6602401733398,5.53157997131348,17.63429,7.5199999809,,
Hungary,2000,0.929960012435913,10.3236103057861,4.86840009689331,14.23415,6.5599999428,,
Hungary,2001,0.942130029201508,10.4550695419312,4.9310097694397,14.5657,5.7100000381,,
Hungary,2002,0.939059972763062,10.1791496276855,5.17923021316528,14.88371,5.6100001335,,
Hungary,2003,0.982720017433167,11.8297700881958,5.79115009307861,15.24586,5.8699998856,,
Hungary,2004,1.01568996906281,11.0059003829956,5.33585977554321,14.97252,5.8299999237,,
Hungary,2005,1.07523000240326,10.8005695343018,5.33092021942139,15.17901,7.1900000572,,
Hungary,2006,1.04007995128632,10.3277101516724,5.29608011245728,15.28852,7.4899997711,,
Hungary,2007,0.986450016498566,10.3381700515747,5.14305019378662,15.2889,7.4099998474,,
Hungary,2008,0.846029996871948,10.2705602645874,4.97358989715576,15.28785,7.8200001717,,
Hungary,2009,0.843349993228912,9.8643798828125,4.95804023742676,15.21381,10.029999733,,
Hungary,2010,0.856299996376038,9.6772403717041,4.73301982879639,15.26412,11.170000076,,
Hungary,2011,0.74752002954483,9.30111980438232,4.5690598487854,15.19479,11.029999733,,
Hungary,2012,0.731360018253326,8.43414974212646,4.15342998504639,15.24336,11.0,,
Indonesia,2007,1.47289001941681,14.9443101882935,3.04425001144409,11.67477,8.0600004196,0.99844002724,92.192298889
Indonesia,2010,1.24994003772736,16.6541805267334,2.81227993965149,12.33273,5.6100001335,0.99844002724,92.192298889
Indonesia,2012,1.42299997806549,18.0904197692871,3.40748000144958,12.89035,4.4699997902,0.99844002724,92.192298889
Indonesia,2013,1.42945003509521,17.6039295196533,3.35904002189636,12.92486,4.3400001526,0.99844002724,92.192298889
India,2000,1.59627997875214,16.7305107116699,4.32479000091553,8.30649,2.7300000191,0.80466997623,61.014560699
India,2005,1.11530005931854,11.208459854126,3.18875002861023,9.650395,8.6999998093,0.80466997623,61.014560699
India,2010,0.836759984493256,11.8336801528931,3.377690076828,10.73543,3.1199998856,0.80466997623,61.014560699
India,2012,1.04105997085571,13.9921197891235,3.8675000667572,11.52486,3.2200000286,0.80466997623,61.014560699
Ireland,2000,1.27602994441986,13.384220123291,4.13589000701904,16.42961,4.3200001717,,
Ireland,2001,1.30768001079559,12.5819702148438,4.09014987945557,16.56286,3.6800000668,,
Ireland,2002,1.33550000190735,12.3581600189209,4.10614013671875,16.80606,4.2199997902,,
Ireland,2003,1.43518996238708,12.735710144043,4.20618009567261,16.98219,4.4800000191,,
Ireland,2004,1.50322997570038,13.5162401199341,4.48499011993408,17.24028,4.4899997711,,
Ireland,2005,1.52339994907379,13.5490503311157,4.52098989486694,17.23914,4.3400001526,,
Ireland,2006,1.54021000862122,13.4164800643921,4.54747009277344,16.97069,4.4099998474,,
Ireland,2007,1.65349996089935,13.1098299026489,4.71398019790649,17.01376,4.9800000191,,
Ireland,2008,1.95991003513336,13.0094404220581,5.44849014282227,17.26187,6.7699999809,,
Ireland,2009,2.20223999023438,13.0395498275757,6.14646005630493,17.03666,12.609999657,,
Ireland,2010,2.15439009666443,9.27737045288086,6.04014015197754,17.46287,14.529999733,,
Ireland,2011,2.05503010749817,12.4805097579956,5.85402011871338,17.93796,15.350000381,,
Ireland,2012,2.13069009780884,13.5666399002075,5.76611995697021,17.95647,15.449999809,,
Iceland,2000,2.4072599411010698,14.3476104736328,6.4314398765564,17.13029,2.3099999428,,
Iceland,2001,2.34460997581482,14.1417798995972,6.70592021942139,17.248,2.2599999905,,
Iceland,2002,2.68842005729675,16.0566101074219,7.29892015457153,17.69743,3.25,,
Iceland,2003,2.55590009689331,15.1595802307129,7.24507999420166,18.353,3.5199999809,,
Iceland,2004,2.51055002212524,15.3389701843262,7.16118001937866,17.9842,3.4000000954,,
Iceland,2005,2.5862500667572,16.3081493377686,7.33843994140625,18.16903,2.8699998856,,
Iceland,2006,2.55458998680115,16.0469799041748,7.19521999359131,18.30337,2.8299999237,,
Iceland,2007,2.42097997665405,15.5057802200317,6.9443302154541,18.22908,2.25,,
Iceland,2008,2.42385005950928,11.0898103713989,7.03601980209351,18.39889,2.9500000477,,
Iceland,2009,2.39904999732971,13.3967895507813,7.18984985351563,18.32003,7.2199997902,,
Iceland,2010,2.33558011054993,14.1998500823975,6.9442400932312,18.52109,7.5599999428,,
Iceland,2011,2.37284994125366,13.4043798446655,6.78997993469238,18.54736,7.0300002098,,
Israel,2000,2.16664004325867,13.6803503036499,6.10131978988647,15.29668,11.100000381,,
Israel,2001,2.32313990592957,13.4266004562378,6.36227989196777,15.48091,11.81000042,,
Israel,2002,2.36947989463806,12.5634803771973,6.4510498046875,16.22185,12.890000343,,
Israel,2003,2.28296995162964,13.5541496276855,6.33136987686157,16.0956,13.510000229,,
Israel,2004,2.19392991065979,13.3753995895386,5.93342018127441,15.97373,13.029999733,,
Israel,2005,2.15549993515015,13.1818399429321,5.75444984436035,15.93305,11.340000153,,
Israel,2006,2.14125990867615,13.4212102890015,5.75588989257813,15.83117,10.710000038,,
Israel,2007,2.07831001281738,13.304539680481,5.49882984161377,15.95351,9.3800001144,,
Israel,2008,2.08913993835449,13.1771898269653,5.52945995330811,15.75246,7.6999998093,,
Israel,2009,2.0904700756073,13.0543804168701,5.49372005462646,15.86004,9.529999733,,
Israel,2010,2.27591991424561,13.7162704467773,5.53525018692017,16.07172,8.4799995422,,
Israel,2011,2.36980009078979,13.9657697677612,5.57658004760742,16.12238,7.1399998665,,
Israel,2012,2.43527007102966,14.0771903991699,5.69996976852417,16.09416,6.8600001335,,
Israel,2013,2.33143997192383,14.5331201553345,5.88374996185303,16.14162,6.2100000381,,
Italy,2000,1.10944998264313,9.22105979919434,4.29107999801636,15.00974,10.829999924,1.0001599789,98.416618347
Italy,2002,1.14769005775452,9.49127960205078,4.43240976333618,15.58602,9.2100000381,1.0001599789,98.416618347
Italy,2003,1.16797995567322,9.62765026092529,4.54179000854492,15.80439,8.8699998856,1.0001599789,98.416618347
Italy,2004,1.13392996788025,9.35416030883789,4.38520002365112,15.94891,7.8699998856,1.0001599789,98.416618347
Italy,2005,1.04401004314423,8.97150993347168,4.23829984664917,16.10303,7.7300000191,1.0001599789,98.416618347
Italy,2006,1.13645005226135,9.46874046325684,4.52545022964478,16.27749,6.7800002098,1.0001599789,98.416618347
Italy,2007,1.03262996673584,8.77451038360596,4.10503005981445,16.35604,6.0799999237,1.0001599789,98.416618347
Italy,2008,1.11037003993988,9.17335987091064,4.38794994354248,16.43113,6.7199997902,1.0001599789,98.416618347
Italy,2009,1.1416300535202,8.85079002380371,4.52371978759766,16.46049,7.75,1.0001599789,98.416618347
Italy,2010,1.08633995056152,8.68076992034912,4.33411979675293,16.47192,8.3599996567,1.0001599789,98.416618347
Italy,2012,0.97843998670578,8.01743030548096,4.05601978302002,16.4661,10.649999619,1.0001599789,98.416618347
Jamaica,2003,1.55078995227814,13.3623399734497,4.25684976577759,10.98356,11.729999542,1.0499999523,88.099998474
Jamaica,2004,1.27684998512268,11.7330198287964,3.91254997253418,12.2902,12.210000038,1.0499999523,88.099998474
Jamaica,2005,1.58010005950928,14.2693700790405,4.61641979217529,12.4237,11.260000229,1.0499999523,88.099998474
Jamaica,2007,2.0254499912262,17.1730499267578,5.49022006988525,12.561054,9.75,1.0499999523,88.099998474
Jamaica,2008,1.8714200258255,19.1193809509277,6.19131994247437,12.629732,6.6700000763,1.0499999523,88.099998474
Jamaica,2009,2.05832004547119,17.5528392791748,6.19848012924194,12.698409,7.3099999428,1.0499999523,88.099998474
Jamaica,2010,2.31384992599487,16.1029396057129,6.37060022354126,12.767086,7.6300001144,1.0499999523,88.099998474
Jamaica,2011,2.22273993492126,18.5819301605225,6.26664018630981,12.835763,8.029999733,1.0499999523,88.099998474
Jamaica,2012,2.27938008308411,18.8092594146729,6.11246013641357,12.905564,8.6899995804,1.0499999523,88.099998474
Jamaica,2013,2.27152991294861,20.573860168457,6.25108003616333,12.975746,9.6999998093,1.0499999523,88.099998474
Kenya,2006,3.81456995010376,25.0813999176025,7.04983997344971,9.49179,9.9600000381,0.98535001278,82.2290802
Cambodia,2000,1.04419994354248,11.0790100097656,1.66681003570557,7.63022,2.7599999905,0.96799010038,
Cambodia,2001,1.28205001354218,11.3807897567749,1.72221994400024,8.23616,2.0599999428,0.96799010038,
Cambodia,2012,0.769569993019104,7.19985008239746,1.56089997291565,10.9404125,1.2799999714,0.96799010038,
Cambodia,2013,1.00457000732422,9.59706974029541,2.05053997039795,11.038183,0.43999999762,0.96799010038,
Kuwait,2001,1.23675000667572,18.0141792297363,6.5858302116394,12.72833,0.80000001192,1.000970006,93.274459839
Kuwait,2002,1.23008000850677,15.2583599090576,6.551109790802,13.014715,1.1000000238,1.000970006,93.274459839
Kuwait,2004,1.04156005382538,14.9536104202271,5.53506994247437,13.49615,1.7000000477,1.000970006,93.274459839
Sri Lanka,2009,0.581849992275238,8.27079010009766,2.05590009689331,13.492948,5.8499999046,1.0091500282,91.181358337
Sri Lanka,2011,0.43792000412941,9.1101598739624,1.80860996246338,13.72368,4.1199998856,1.0091500282,91.181358337
Sri Lanka,2012,0.357529997825623,8.39402961730957,1.49617004394531,13.74072,3.8800001144,1.0091500282,91.181358337
Sri Lanka,2013,0.372709989547729,9.41994953155518,1.62107002735138,13.9696,4.2399997711,1.0091500282,91.181358337
Lesotho,2008,4.67277002334595,24.6975498199463,12.3295202255249,11.64011,35.459999084,1.1299599409,86.254432678
Lithuania,2003,0.755729973316193,15.9309797286987,5.11418008804321,15.9462,12.869999886,1.0002100468,99.815597534
Lithuania,2004,0.739910006523132,15.5721302032471,5.17428016662598,16.04578,10.680000305,1.0002100468,99.815597534
Lithuania,2005,0.726939976215363,14.5795602798462,4.87839984893799,16.37878,8.3199996948,1.0002100468,99.815597534
Lithuania,2006,0.725239992141724,14.2896499633789,4.82572984695435,16.69487,5.7800002098,1.0002100468,99.815597534
Lithuania,2007,0.663020014762878,13.3259401321411,4.59521007537842,16.69596,4.25,1.0002100468,99.815597534
Lithuania,2008,0.721069991588593,13.052960395813,4.83990001678467,16.7258,5.8299999237,1.0002100468,99.815597534
Lithuania,2009,0.723370015621185,12.7776098251343,5.58523988723755,16.83357,13.789999962,1.0002100468,99.815597534
Lithuania,2010,0.885670006275177,12.8588199615479,5.29786014556885,16.79045,17.809999466,1.0002100468,99.815597534
Lithuania,2012,0.727959990501404,13.5359697341919,4.75802993774414,16.67333,13.359999657,1.0002100468,99.815597534
Latvia,2001,1.04938995838165,15.8775196075439,5.45413017272949,14.57145,13.819999695,1.0006500483,99.746566772
Latvia,2002,1.05153000354767,16.3701801300049,5.60949993133545,15.02884,13.829999924,1.0006500483,99.746566772
Latvia,2003,0.870880007743835,15.3767595291138,5.06685018539429,15.2513,12.06000042,1.0006500483,99.746566772
Latvia,2004,0.791480004787445,14.5018100738525,4.84540987014771,15.68219,11.710000038,1.0006500483,99.746566772
Latvia,2006,1.19685995578766,13.9116296768188,4.69612979888916,15.98434,7.0300002098,1.0006500483,99.746566772
Latvia,2007,1.15792000293732,14.0670499801636,4.64067983627319,15.90223,6.0500001907,1.0006500483,99.746566772
Latvia,2008,1.44392001628876,14.7630996704102,5.38116979598999,15.92555,7.7399997711,1.0006500483,99.746566772
Latvia,2009,1.57263994216919,13.0251398086548,5.5423002243042,15.57306,17.510000229,1.0006500483,99.746566772
Latvia,2010,1.44885003566742,11.8090295791626,5.05705976486206,15.5037,19.479999542,1.0006500483,99.746566772
Latvia,2012,1.3090900182724,17.7365493774414,6.54672002792358,15.38468,15.050000191,1.0006500483,99.746566772
Latvia,2013,1.47540998458862,18.7440204620361,6.94364976882935,15.82871,11.869999886,1.0006500483,99.746566772
Monaco,2000,0.197760000824928,6.32789993286133,1.25536000728607,,3.5999999046,,
Moldova,2007,1.41907000541687,19.4169692993164,8.29337024688721,12.238473,2.75,0.99839997292,99.359893799
Moldova,2008,1.42973005771637,19.8500804901123,8.23727035522461,12.581393,2.0999999046,0.99839997292,99.359893799
Moldova,2009,1.70088005065918,20.9926300048828,9.5097599029541,12.9243145,3.0199999809,0.99839997292,99.359893799
Moldova,2010,1.6418399810791,22.2670097351074,7.5922999382019,13.267235,2.9700000286,0.99839997292,99.359893799
Moldova,2011,1.61479997634888,21.9158802032471,7.13638019561768,13.610155,2.6800000668,0.99839997292,99.359893799
Mexico,2001,1.75233995914459,20.6242809295654,4.24104022979736,12.02699,2.6300001144,0.99721997976,90.535621643
Mexico,2003,2.03751993179321,22.4718704223633,5.07257986068726,12.65473,3.4600000381,0.99721997976,90.535621643
Mali,2013,1.56800997257233,16.6234493255615,3.28465008735657,7.37299,6.3499999046,0.60218000412,31.099750519
Mali,2014,1.87776005268097,18.2242603302002,3.64819002151489,7.54131,6.3800001144,0.60218000412,31.099750519
Malta,2002,1.07885003089905,9.53534030914307,4.14305019378662,13.99987,6.9000000954,1.0098899603,93.307357788
Malta,2004,1.01102995872498,10.5548896789551,4.43492984771729,14.87108,7.3200001717,1.0098899603,93.307357788
Malta,2007,1.37496995925903,14.536789894104,5.94750022888184,14.79812,6.4699997902,1.0098899603,93.307357788
Malta,2008,1.35133004188538,13.0656795501709,5.50121021270752,14.64723,5.9800000191,1.0098899603,93.307357788
Malta,2009,1.19669997692108,12.3449401855469,5.07039022445679,15.076395,6.8899998665,1.0098899603,93.307357788
Malta,2010,1.49612998962402,15.7192096710205,6.25004005432129,15.50556,6.8499999046,1.0098899603,93.307357788
Malta,2012,1.53626000881195,15.2615604400635,6.34545993804932,15.16574,6.1999998093,1.0098899603,93.307357788
Mongolia,2007,1.25292003154755,13.2864503860474,4.69013023376465,13.396737,7.1999998093,1.0089700222,98.257003784
Mongolia,2009,1.40861999988556,14.511420249939,5.14484977722168,14.25835,5.8600001335,1.0089700222,98.257003784
Mongolia,2011,1.50880002975464,12.1508502960205,4.60902976989746,14.628741,4.7699999809,1.0089700222,98.257003784
Mauritania,2012,1.41653001308441,10.0176601409912,2.15821003913879,8.36559,9.8599996567,0.91684001684,62.068748474
Mauritius,2001,1.05154001712799,13.239239692688,3.11486005783081,12.54361,9.1400003433,1.0089999437,89.249839783
Mauritius,2002,0.950309991836548,12.9151401519775,3.06089997291565,12.56184,8.1999998093,1.0089999437,89.249839783
Mauritius,2003,1.40823996067047,17.9227199554443,4.41583013534546,12.84303,5.9000000954,1.0089999437,89.249839783
Mauritius,2004,1.33884000778198,17.3871002197266,4.31306982040405,13.01843,8.3400001526,1.0089999437,89.249839783
Mauritius,2005,1.14136004447937,17.0881309509277,4.07819986343384,13.42304,9.5200004578,1.0089999437,89.249839783
Mauritius,2006,1.00206005573273,15.1761703491211,3.69751000404358,13.53825,9.0399999619,1.0089999437,89.249839783
Mauritius,2008,0.909720003604889,14.0394401550293,3.06307005882263,13.7389,7.1700000763,1.0089999437,89.249839783
Mauritius,2009,0.83542001247406,13.2472295761108,3.04731011390686,13.98771,7.2600002289,1.0089999437,89.249839783
Mauritius,2010,0.985660016536713,14.5731496810913,3.55147004127502,14.08798,7.6500000954,1.0089999437,89.249839783
Malawi,2011,1.8544499874115,15.0456495285034,4.1526198387146,10.9106,1.7400000095,0.94226998091,61.309719086
Malawi,2013,2.82863998413086,20.4968299865723,5.41617012023926,11.328114,4.9800000191,0.94226998091,61.309719086
Malaysia,2001,2.08054995536804,24.3485202789307,7.48446989059448,12.071,3.5299999714,1.0006099939,88.687759399
Malaysia,2002,2.38826990127563,25.903600692749,7.65792989730835,12.19442,3.4800000191,1.0006099939,88.687759399
Malaysia,2003,2.19659996032715,24.5424404144287,7.50288009643555,12.74167,3.6099998951,1.0006099939,88.687759399
Malaysia,2004,1.75179994106293,21.0129203796387,5.92389011383057,12.96834,3.5399999619,1.0006099939,88.687759399
Malaysia,2007,1.30411005020142,16.1246604919434,4.37253999710083,12.34319,3.2300000191,1.0006099939,88.687759399
Malaysia,2008,1.54639005661011,14.0386400222778,3.95851993560791,12.47745,3.3199999332,1.0006099939,88.687759399
Malaysia,2009,1.65342998504639,18.4646301269531,5.97418022155762,12.63489,3.6600000858,1.0006099939,88.687759399
Malaysia,2011,1.68689000606537,20.9770202636719,5.76293992996216,12.71901,3.0499999523,1.0006099939,88.687759399
Malaysia,2013,1.84636998176575,19.454309463501,5.48120021820068,13.22638,3.1600000858,1.0006099939,88.687759399
Namibia,2010,3.34095001220703,26.1235103607178,8.24330043792725,11.681599,22.120000839,1.0263651609,84.944259644
Niger,2011,2.37126994132996,20.1165199279785,3.07762002944946,4.98304,0.31999999285,0.33827984333,30.560390472
Niger,2014,3.53715991973877,21.6615009307861,5.10368013381958,5.68353,0.51999998093,0.33827984333,30.560390472
Nicaragua,2010,1.78878998756409,26.4080009460449,4.48422002792358,10.888202,7.8299999237,1.0414999723,78.002983093
Netherlands,2000,1.15664005279541,11.0814895629883,4.58512020111084,16.56546,2.7300000191,,
Netherlands,2001,1.23176002502441,11.1573896408081,4.69964981079102,16.67224,2.1199998856,,
Netherlands,2002,1.31807005405426,11.231499671936,4.80590009689331,16.3093,2.5499999523,,
Netherlands,2003,1.39724004268646,11.5314102172852,5.0404200553894,16.38995,3.5899999142,,
Netherlands,2004,1.3460099697113,11.8769397735596,5.06297016143799,16.29527,4.6500000954,,
Netherlands,2005,1.33700001239777,12.3359098434448,5.10939979553223,16.4158,5.8699998856,,
Netherlands,2006,1.28067004680634,11.971079826355,5.04402017593384,16.51479,5.0,,
Netherlands,2007,1.22531998157501,11.762749671936,4.88682985305786,16.639,4.1500000954,,
Netherlands,2008,1.2505099773407,11.878490447998,5.02904987335205,16.75245,3.6500000954,,
Netherlands,2009,1.3665599822998,11.6184597015381,5.43156003952026,16.80503,4.3499999046,,
Netherlands,2010,1.35063004493713,11.6690502166748,5.48908996582031,16.99106,4.9899997711,,
Netherlands,2011,1.30940997600555,11.8877096176147,5.46303987503052,17.85778,4.9800000191,,
Netherlands,2012,1.30155003070831,11.7760696411133,5.4102201461792,17.82704,5.8200001717,,
Netherlands,2013,1.316890001297,12.0942401885986,5.52655982971191,17.911392,7.2399997711,,
Norway,2002,1.89523005485535,16.0835800170898,7.43729019165039,17.1053,4.0199999809,,
Norway,2003,1.97596001625061,15.5307302474976,7.41635990142822,17.48033,4.2199997902,,
Norway,2004,1.84387004375458,16.2629299163818,7.2982702255249,17.62023,4.2600002289,,
Norway,2005,1.71881997585297,16.3725299835205,6.86506986618042,17.49012,4.3800001144,,
Norway,2006,1.63726997375488,15.7071104049683,6.3827600479126,17.59091,3.4000000954,,
Norway,2007,1.63398003578186,15.8779897689819,6.53439998626709,17.5623,2.4900000095,,
Norway,2008,1.58557999134064,15.7177600860596,6.2852201461792,17.38734,2.5499999523,,
Norway,2009,1.84990000724792,15.5077800750732,7.10337018966675,17.36673,3.0999999046,,
Norway,2010,1.79997003078461,15.0884895324707,6.74633979797363,17.54863,3.5199999809,,
Norway,2011,1.67574000358582,14.8268098831177,6.4545202255249,17.56864,3.2100000381,,
Norway,2012,1.62416005134583,17.2820606231689,7.37470006942749,17.47475,3.1199998856,,
Nepal,2008,2.37363004684448,22.2300300598145,3.8051700592041,10.40861,1.3300000429,0.74605000019,48.608970642
New Zealand,2001,1.82030999660492,16.7103004455566,6.56049013137817,17.540632,5.4299998283,,
New Zealand,2002,1.69564998149872,16.7715301513672,6.40699005126953,17.648483,5.2800002098,,
New Zealand,2003,1.64278995990753,16.758430480957,6.43753004074097,17.756336,4.75,,
New Zealand,2004,1.64420998096466,17.0046100616455,6.51203012466431,17.86419,4.0100002289,,
New Zealand,2005,1.61368000507355,16.2579593658447,6.27896022796631,17.97204,3.8099999428,,
New Zealand,2006,1.44989001750946,15.1633701324463,5.95276021957397,18.079893,3.8599998951,,
New Zealand,2007,1.42115998268127,14.9848203659058,5.91965007781982,18.187746,3.6600000858,,
New Zealand,2008,1.23679995536804,14.0776901245117,5.51144981384277,18.295597,4.1700000763,,
New Zealand,2009,1.43693995475769,15.3436002731323,6.28816986083984,18.40345,6.1199998856,,
New Zealand,2010,1.72303998470306,15.6810998916626,7.00039005279541,18.511303,6.5599999428,,
New Zealand,2011,1.68727004528046,15.7629404067993,6.93969011306763,18.619156,6.4899997711,,
New Zealand,2012,1.88919997215271,17.7527408599854,7.15993022918701,18.727007,6.9299998283,,
New Zealand,2014,1.48176002502441,16.265739440918,6.34243011474609,18.80342,5.4299998283,,
Panama,2001,1.45229995250702,16.6391296386719,4.10587978363037,12.54675,14.710000038,0.99059998989,91.899620056
Panama,2002,1.4242000579834,16.9575004577637,4.19163990020752,12.73757,14.109999657,0.99059998989,91.899620056
Panama,2004,1.30797004699707,14.5682697296143,3.5786600112915,12.9006,12.43999958,0.99059998989,91.899620056
Panama,2011,0.773000001907349,13.0197200775146,3.15900993347168,12.65685,3.9200000763,0.99059998989,91.899620056
Peru,2000,1.37150001525879,15.2503700256348,3.22802996635437,12.87779,7.8000001907,0.97804999352,87.66985321
Peru,2001,1.19359004497528,14.7962303161621,3.03712010383606,13.36967,7.8800001144,0.97804999352,87.66985321
Peru,2002,1.0519700050354,14.5780601501465,2.82056999206543,12.87522,4.8400001526,0.97804999352,87.66985321
Peru,2003,1.05087995529175,14.6583099365234,2.93779993057251,12.35818,4.1500000954,0.97804999352,87.66985321
