,NGH_Name,NGH_Number,Descriptive Name,Latitude,Longitude,Violation_Type,Sum_Occurrences,Air Temp. Avg. Min. (°C),Air Temp. Avg. Max. (°C),Edu_Preschool,Edu_Kindergarten ,Edu_Gr.7 - Gr.9,Edu_Gr.10 - Gr.12,Edu_Post Secondar,Homemaker,Employedage0-30,Employed 30+ ,Unemployed,Retired,Permanently U,Employment_No Response,"Income_Less than $30,","Income_$30,000 to les","Income_$60,000 to les","Income_$100,000 to le","Income_$125,000 to le","Income_$150,000 to le","Income_$200,000 to le","Income_$250,000 or mo",Income_No Response,DT_Year,DT_Month
0,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Assault,4,11.85225806,23.67677419,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,July
1,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft From Vehicle,1,4.671,17.31833333,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,September
2,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft From Vehicle,1,-14.77387097,-4.023870968,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,January
3,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Assault,1,-2.935666667,4.833,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,November
4,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Assault,1,9.963333333,22.75533333,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,June
5,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft Of Vehicle,1,4.671,17.31833333,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,September
6,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft Of Vehicle,1,-2.935666667,4.833,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,November
7,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Break and Enter,1,10.25193548,22.81290323,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,August
8,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Break and Enter,1,-2.821612903,6.589354839,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,March
9,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Break and Enter,1,-14.77387097,-4.023870968,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,January
10,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Break and Enter,1,-7.270689655,2.662413793,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,February
11,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft From Vehicle,2,-2.821612903,6.589354839,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,March
12,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft From Vehicle,2,11.85225806,23.67677419,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,July
13,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft From Vehicle,2,10.25193548,22.81290323,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,August
14,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Break and Enter,2,-2.935666667,4.833,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,November
15,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Break and Enter,2,4.671,17.31833333,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,September
16,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft Of Vehicle,2,-2.821612903,6.589354839,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,March
17,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft Of Vehicle,2,-14.77387097,-4.023870968,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,January
18,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Assault,2,0.897,15.07466667,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,April
19,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Assault,2,-1.393870968,5.4,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,October
20,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Sexual Assaults,2,10.25193548,22.81290323,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,August
21,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Robbery,3,-7.270689655,2.662413793,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,February
22,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Assault,3,-16.49870968,-7.578387097,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,December
23,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Assault,3,-14.77387097,-4.023870968,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,January
24,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Assault,3,-7.270689655,2.662413793,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,February
25,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Assault,3,-2.821612903,6.589354839,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,March
26,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Assault,3,4.837096774,18.65129032,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,May
27,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Assault,3,10.25193548,22.81290323,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,August
28,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft From Vehicle,3,9.963333333,22.75533333,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,June
29,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft From Vehicle,3,-7.270689655,2.662413793,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,February
30,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Sexual Assaults,1,4.671,17.31833333,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,September
31,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft From Vehicle,1,-16.49870968,-7.578387097,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,December
32,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Assault,7,4.671,17.31833333,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,September
33,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Robbery,1,10.25193548,22.81290323,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,August
34,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Robbery,1,0.897,15.07466667,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,April
35,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Robbery,1,-2.821612903,6.589354839,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,March
36,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Robbery,1,-2.935666667,4.833,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,November
37,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Robbery,1,-16.49870968,-7.578387097,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,December
38,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Theft From Vehicle,1,-1.393870968,5.4,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,October
39,ABBOTTSFIELD,2010,Abbottsfield,53.574143,-113.388758,Sexual Assaults,1,0.897,15.07466667,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,2016,April
40,ALBANY,3460,Albany,53.632382,-113.549464,Break and Enter,2,0.897,15.07466667,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,April
41,ALBANY,3460,Albany,53.632382,-113.549464,Assault,1,-16.49870968,-7.578387097,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,December
42,ALBANY,3460,Albany,53.632382,-113.549464,Assault,1,0.897,15.07466667,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,April
43,ALBANY,3460,Albany,53.632382,-113.549464,Theft From Vehicle,4,-2.821612903,6.589354839,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,March
44,ALBANY,3460,Albany,53.632382,-113.549464,Assault,1,4.837096774,18.65129032,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,May
45,ALBANY,3460,Albany,53.632382,-113.549464,Theft Of Vehicle,1,4.671,17.31833333,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,September
46,ALBANY,3460,Albany,53.632382,-113.549464,Theft Of Vehicle,1,-2.935666667,4.833,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,November
47,ALBANY,3460,Albany,53.632382,-113.549464,Break and Enter,1,10.25193548,22.81290323,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,August
48,ALBANY,3460,Albany,53.632382,-113.549464,Break and Enter,1,11.85225806,23.67677419,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,July
49,ALBANY,3460,Albany,53.632382,-113.549464,Break and Enter,1,-14.77387097,-4.023870968,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,January
50,ALBANY,3460,Albany,53.632382,-113.549464,Break and Enter,1,-2.935666667,4.833,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,November
51,ALBANY,3460,Albany,53.632382,-113.549464,Assault,1,-1.393870968,5.4,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,October
52,ALBANY,3460,Albany,53.632382,-113.549464,Break and Enter,2,4.837096774,18.65129032,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,May
53,ALBANY,3460,Albany,53.632382,-113.549464,Assault,2,9.963333333,22.75533333,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,June
54,ALBANY,3460,Albany,53.632382,-113.549464,Assault,2,10.25193548,22.81290323,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,August
55,ALBANY,3460,Albany,53.632382,-113.549464,Theft From Vehicle,3,-16.49870968,-7.578387097,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,December
56,ALBANY,3460,Albany,53.632382,-113.549464,Theft Over $5000,1,-14.77387097,-4.023870968,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,January
57,ALBANY,3460,Albany,53.632382,-113.549464,Sexual Assaults,1,-1.393870968,5.4,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,October
58,ALBANY,3460,Albany,53.632382,-113.549464,Sexual Assaults,1,4.837096774,18.65129032,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,May
59,ALBANY,3460,Albany,53.632382,-113.549464,Robbery,1,-2.821612903,6.589354839,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,March
60,ALBANY,3460,Albany,53.632382,-113.549464,Robbery,1,-2.935666667,4.833,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,November
61,ALBANY,3460,Albany,53.632382,-113.549464,Theft From Vehicle,1,4.837096774,18.65129032,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,May
62,ALBANY,3460,Albany,53.632382,-113.549464,Theft From Vehicle,1,-7.270689655,2.662413793,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,2016,February
63,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Theft From Vehicle,13,4.671,17.31833333,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,September
64,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Theft From Vehicle,12,10.25193548,22.81290323,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,August
65,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Theft From Vehicle,12,-1.393870968,5.4,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,October
66,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Theft From Vehicle,9,9.963333333,22.75533333,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,June
67,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Theft From Vehicle,19,0.897,15.07466667,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,April
68,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Theft From Vehicle,15,4.837096774,18.65129032,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,May
69,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Assault,9,-2.935666667,4.833,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,November
70,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Homicide,1,0.897,15.07466667,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,April
71,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Theft Over $5000,1,-14.77387097,-4.023870968,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,January
72,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Theft Over $5000,1,-2.935666667,4.833,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,November
73,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Sexual Assaults,1,-2.821612903,6.589354839,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,March
74,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Sexual Assaults,1,10.25193548,22.81290323,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,August
75,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Sexual Assaults,1,4.837096774,18.65129032,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,May
76,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Sexual Assaults,1,0.897,15.07466667,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,April
77,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Robbery,1,-7.270689655,2.662413793,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,February
78,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Robbery,1,-2.935666667,4.833,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,November
79,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Robbery,1,-16.49870968,-7.578387097,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,December
80,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Robbery,2,-1.393870968,5.4,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,October
81,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Sexual Assaults,2,-16.49870968,-7.578387097,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,December
82,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Sexual Assaults,2,-2.935666667,4.833,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,November
83,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Sexual Assaults,2,-14.77387097,-4.023870968,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,January
84,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Robbery,3,-14.77387097,-4.023870968,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,January
85,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Robbery,3,10.25193548,22.81290323,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,August
86,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Robbery,3,9.963333333,22.75533333,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,June
87,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Sexual Assaults,3,-1.393870968,5.4,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,October
88,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Theft Of Vehicle,3,-7.270689655,2.662413793,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,February
89,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Robbery,4,0.897,15.07466667,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,April
90,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Robbery,4,4.837096774,18.65129032,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,May
91,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Robbery,4,11.85225806,23.67677419,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,July
92,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Break and Enter,5,-2.935666667,4.833,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,November
93,ALBERTA AVENUE,1010,Alberta Avenue,53.568485,-113.485119,Break and Enter,5,0.897,15.07466667,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,2016,April
