,NGH_Name,NGH_Number,Descriptive Name,Latitude,Longitude,Violation_Type,Sum_Occurrences,Air Temp. Avg. Min. (°C),Air Temp. Avg. Max. (°C),Edu_Preschool,Edu_Kindergarten ,Edu_Gr.7 - Gr.9,Edu_Gr.10 - Gr.12,Edu_Post Secondar,Homemaker,Employedage0-30,Employed 30+ ,Unemployed,Retired,Permanently U,Employment_No Response,"Income_Less than $30,","Income_$30,000 to les","Income_$60,000 to les","Income_$100,000 to le","Income_$125,000 to le","Income_$150,000 to le","Income_$200,000 to le","Income_$250,000 or mo",Income_No Response,DT_Year,DT_Month
3085,DUGGAN,5160,Duggan,53.47151,-113.506058,Assault,2,-1.393870968,5.4,247.0,346.0,159.0,124.0,160.0,161.0,332.0,1453.0,249.0,589.0,39.0,674.0,188.0,283.0,283.0,164.0,92.0,74.0,29.0,20.0,555.0,2016,October
3086,DUGGAN,5160,Duggan,53.47151,-113.506058,Assault,2,-14.77387097,-4.023870968,247.0,346.0,159.0,124.0,160.0,161.0,332.0,1453.0,249.0,589.0,39.0,674.0,188.0,283.0,283.0,164.0,92.0,74.0,29.0,20.0,555.0,2016,January
3087,DUGGAN,5160,Duggan,53.47151,-113.506058,Robbery,2,4.671,17.31833333,247.0,346.0,159.0,124.0,160.0,161.0,332.0,1453.0,249.0,589.0,39.0,674.0,188.0,283.0,283.0,164.0,92.0,74.0,29.0,20.0,555.0,2016,September
3088,DUGGAN,5160,Duggan,53.47151,-113.506058,Theft From Vehicle,3,4.671,17.31833333,247.0,346.0,159.0,124.0,160.0,161.0,332.0,1453.0,249.0,589.0,39.0,674.0,188.0,283.0,283.0,164.0,92.0,74.0,29.0,20.0,555.0,2016,September
3089,DUGGAN,5160,Duggan,53.47151,-113.506058,Theft From Vehicle,3,10.25193548,22.81290323,247.0,346.0,159.0,124.0,160.0,161.0,332.0,1453.0,249.0,589.0,39.0,674.0,188.0,283.0,283.0,164.0,92.0,74.0,29.0,20.0,555.0,2016,August
3090,DUGGAN,5160,Duggan,53.47151,-113.506058,Theft Of Vehicle,4,-1.393870968,5.4,247.0,346.0,159.0,124.0,160.0,161.0,332.0,1453.0,249.0,589.0,39.0,674.0,188.0,283.0,283.0,164.0,92.0,74.0,29.0,20.0,555.0,2016,October
3091,DUGGAN,5160,Duggan,53.47151,-113.506058,Theft From Vehicle,6,-2.935666667,4.833,247.0,346.0,159.0,124.0,160.0,161.0,332.0,1453.0,249.0,589.0,39.0,674.0,188.0,283.0,283.0,164.0,92.0,74.0,29.0,20.0,555.0,2016,November
3092,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Assault,4,-2.935666667,4.833,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,November
3093,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Sexual Assaults,1,0.897,15.07466667,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,April
3094,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Robbery,1,10.25193548,22.81290323,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,August
3095,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Robbery,1,4.837096774,18.65129032,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,May
3096,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Robbery,1,-14.77387097,-4.023870968,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,January
3097,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Robbery,1,-2.821612903,6.589354839,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,March
3098,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Robbery,1,-7.270689655,2.662413793,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,February
3099,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Robbery,1,-2.935666667,4.833,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,November
3100,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Robbery,1,-16.49870968,-7.578387097,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,December
3101,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Robbery,1,-1.393870968,5.4,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,October
3102,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft From Vehicle,1,-2.821612903,6.589354839,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,March
3103,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Assault,1,-16.49870968,-7.578387097,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,December
3104,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Assault,1,9.963333333,22.75533333,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,June
3105,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Break and Enter,1,9.963333333,22.75533333,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,June
3106,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Break and Enter,1,10.25193548,22.81290323,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,August
3107,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Break and Enter,1,-14.77387097,-4.023870968,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,January
3108,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft From Vehicle,2,-14.77387097,-4.023870968,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,January
3109,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Break and Enter,2,4.837096774,18.65129032,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,May
3110,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Break and Enter,2,-2.821612903,6.589354839,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,March
3111,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Break and Enter,2,-16.49870968,-7.578387097,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,December
3112,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Break and Enter,2,-1.393870968,5.4,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,October
3113,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Break and Enter,2,11.85225806,23.67677419,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,July
3114,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Break and Enter,2,4.671,17.31833333,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,September
3115,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft Of Vehicle,2,-2.821612903,6.589354839,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,March
3116,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft Of Vehicle,2,-2.935666667,4.833,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,November
3117,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft Of Vehicle,2,-1.393870968,5.4,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,October
3118,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Assault,2,0.897,15.07466667,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,April
3119,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Assault,2,-7.270689655,2.662413793,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,February
3120,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Assault,3,-2.821612903,6.589354839,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,March
3121,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Assault,3,4.837096774,18.65129032,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,May
3122,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Assault,3,10.25193548,22.81290323,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,August
3123,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Assault,3,11.85225806,23.67677419,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,July
3124,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft Of Vehicle,3,-14.77387097,-4.023870968,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,January
3125,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft Of Vehicle,3,-16.49870968,-7.578387097,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,December
3126,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft Of Vehicle,3,4.837096774,18.65129032,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,May
3127,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Break and Enter,3,-2.935666667,4.833,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,November
3128,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft From Vehicle,3,11.85225806,23.67677419,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,July
3129,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft From Vehicle,4,10.25193548,22.81290323,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,August
3130,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft From Vehicle,4,0.897,15.07466667,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,April
3131,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Break and Enter,4,-7.270689655,2.662413793,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,February
3132,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Sexual Assaults,1,-2.935666667,4.833,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,November
3133,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Assault,4,-1.393870968,5.4,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,October
3134,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Assault,4,4.671,17.31833333,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,September
3135,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft Of Vehicle,4,9.963333333,22.75533333,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,June
3136,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft Of Vehicle,4,10.25193548,22.81290323,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,August
3137,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft Of Vehicle,4,11.85225806,23.67677419,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,July
3138,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Assault,5,-14.77387097,-4.023870968,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,January
3139,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft Of Vehicle,5,-7.270689655,2.662413793,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,February
3140,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft From Vehicle,5,-1.393870968,5.4,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,October
3141,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft From Vehicle,5,-16.49870968,-7.578387097,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,December
3142,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft From Vehicle,5,-7.270689655,2.662413793,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,February
3143,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft From Vehicle,6,-2.935666667,4.833,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,November
3144,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft Of Vehicle,6,4.671,17.31833333,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,September
3145,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft From Vehicle,7,9.963333333,22.75533333,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,June
3146,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft From Vehicle,10,4.671,17.31833333,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,September
3147,DUNLUCE,3180,Dunluce,53.621473,-113.530183,Theft From Vehicle,9,4.837096774,18.65129032,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,2016,May
3148,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Assault,2,-2.935666667,4.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,November
3149,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft From Vehicle,1,9.963333333,22.75533333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,June
3150,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft From Vehicle,1,0.897,15.07466667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,April
3151,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft From Vehicle,1,11.85225806,23.67677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,July
3152,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft From Vehicle,1,-16.49870968,-7.578387097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,December
3153,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft From Vehicle,1,-2.935666667,4.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,November
3154,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Break and Enter,1,11.85225806,23.67677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,July
3155,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Break and Enter,1,-16.49870968,-7.578387097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,December
3156,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Break and Enter,1,-2.935666667,4.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,November
3157,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft Of Vehicle,1,10.25193548,22.81290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,August
3158,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft Over $5000,1,0.897,15.07466667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,April
3159,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Robbery,1,-16.49870968,-7.578387097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,December
3160,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft From Vehicle,1,-7.270689655,2.662413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,February
3161,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Assault,2,4.671,17.31833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,September
3162,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Assault,2,9.963333333,22.75533333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,June
3163,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Assault,2,0.897,15.07466667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,April
3164,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft Of Vehicle,2,-1.393870968,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,October
3165,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft Of Vehicle,2,11.85225806,23.67677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,July
3166,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Break and Enter,2,-7.270689655,2.662413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,February
3167,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Break and Enter,2,10.25193548,22.81290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,August
3168,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft From Vehicle,2,-14.77387097,-4.023870968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,January
3169,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft From Vehicle,2,10.25193548,22.81290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,August
3170,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft From Vehicle,3,4.671,17.31833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,September
3171,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft From Vehicle,3,-2.821612903,6.589354839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,March
3172,EASTGATE BUSINESS PARK,6180,Eastgate Business Park,53.534014,-113.406351,Theft From Vehicle,4,4.837096774,18.65129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,May
3173,EASTWOOD,1100,Eastwood,53.576105,-113.46873,Theft From Vehicle,11,4.837096774,18.65129032,123.0,144.0,68.0,62.0,66.0,73.0,138.0,857.0,229.0,379.0,142.0,1734.0,341.0,306.0,173.0,42.0,12.0,12.0,4.0,1.0,1006.0,2016,May
3174,EASTWOOD,1100,Eastwood,53.576105,-113.46873,Theft Over $5000,1,11.85225806,23.67677419,123.0,144.0,68.0,62.0,66.0,73.0,138.0,857.0,229.0,379.0,142.0,1734.0,341.0,306.0,173.0,42.0,12.0,12.0,4.0,1.0,1006.0,2016,July
3175,EASTWOOD,1100,Eastwood,53.576105,-113.46873,Theft Over $5000,1,-2.821612903,6.589354839,123.0,144.0,68.0,62.0,66.0,73.0,138.0,857.0,229.0,379.0,142.0,1734.0,341.0,306.0,173.0,42.0,12.0,12.0,4.0,1.0,1006.0,2016,March
3176,EASTWOOD,1100,Eastwood,53.576105,-113.46873,Theft Over $5000,1,-14.77387097,-4.023870968,123.0,144.0,68.0,62.0,66.0,73.0,138.0,857.0,229.0,379.0,142.0,1734.0,341.0,306.0,173.0,42.0,12.0,12.0,4.0,1.0,1006.0,2016,January
3177,EASTWOOD,1100,Eastwood,53.576105,-113.46873,Theft Over $5000,1,-7.270689655,2.662413793,123.0,144.0,68.0,62.0,66.0,73.0,138.0,857.0,229.0,379.0,142.0,1734.0,341.0,306.0,173.0,42.0,12.0,12.0,4.0,1.0,1006.0,2016,February
